raw_column,standard_column,table_context,label
rdr_prrty,order_priority,orders,1
stf_mobile,employee_phone,employees,1
prdctbrcd,stock_quantity,products,0
customer_email_field,customer_email,customers,1
exchange_rate,transaction_id,transactions,0
transaction_type,transaction_type,transactions,1
delivery.date,delivery_date,orders,1
OrigDiscountAmount,order_priority,orders,0
personnel-position,employee_position,employees,1
merchant_id,merchant_id,transactions,1
stock_qty,product_price,products,0
customer-type,gender,customers,0
orderidorigfield,settlement_date,transactions,0
prdct_cst,stock_quantity,products,0
income_range,customer_state,customers,0
mply_phn,employee_position,employees,0
src_prdct_brnd,product_barcode,products,0
stock_quantity,product_size,products,0
lylty_pnts,loyalty_points,customers,1
DiscountAmount,order_priority,orders,0
cstmr_ddrss,customer_address,customers,1
col_src_employee_s,employee_status,employees,1
trnsctn-nts,transaction_notes,transactions,1
src_employee_salary,employee_address,employees,0
sale,order_id,orders,1
paymentmethod,terminal_id,transactions,0
PRODUCT_BARCODE,product_size,products,0
CustomerAddress,date_of_birth,customers,0
gender,gender,customers,1
prfrmnc_rtng,employee_salary,employees,0
prfrmnc_rtng,employee_email,employees,0
col_payment_method,merchant_id,transactions,0
goods_price,stock_quantity,products,0
staff_e_mail,employee_zip,employees,0
refundamount,refund_date,transactions,0
trmnl_id,terminal_id,transactions,1
last_updated,product_color,products,0
cust,customer_id,transactions,1
col_transaction_type,transaction_date,transactions,0
purchaser_id,order_date,orders,0
cstmr_stt,customer_name,customers,0
TransactionType,transaction_type,transactions,1
emergency_phone,employee_position,employees,0
shipping_city,actual_delivery,orders,0
CUSTOMER_ID_RAW,customer_address,customers,0
product_category,product_category,products,1
sku_name,product_brand,products,0
employeeemail,employee_status,employees,0
GENDER,gender,customers,1
paymentprocessororig,merchant_id,transactions,0
customertype,customer_type,customers,1
trans_notes,transaction_type,transactions,0
EmployeePosition,termination_date,employees,0
pymntprcssr,transaction_amount,transactions,0
income_range,income_range,customers,1
EMPLOYEE_NAME,emergency_phone,employees,0
ordersourcev1,order_source,orders,1
mply_phn,performance_rating,employees,0
registration,registration_date,customers,1
tax_amount,tax_amount,orders,1
CurrencyCode,refund_date,transactions,0
employeezip,employee_zip,employees,1
CurrencyCode,currency_code,transactions,1
TERMINALID,customer_id,transactions,0
raw_card_last_four,customer_id,transactions,0
cstmr_id,customer_id,customers,1
col_ReorderLevel,reorder_level,products,1
prdctctgry,product_category,products,1
temp_refund_amount,refund_amount,transactions,1
col_lastlogindate,loyalty_points,customers,0
stock_cnt,product_status,products,0
ord,discount_amount,orders,0
discount_amount,order_id,orders,0
WORKER_LOCATION,employee_position,employees,0
product.sku,product_sku,products,1
Coupon_Code_Old,coupon_code,orders,1
supplier,product_dimensions,products,0
CRRNCY_CD,refund_date,transactions,0
customer_id,customer_id,orders,1
staff_department,employee_status,employees,0
payment_method,payment_method,transactions,1
SupplierId,supplier_id,products,1
prdct_brnd,product_sku,products,0
timestamp_added,date_added,products,1
worker_zip,employee_zip,employees,1
OrderStatus,order_source,orders,0
rdr_id,customer_id,transactions,0
itm_subcategory,date_added,products,0
supplier-id_field,product_id,products,0
last.updated,reorder_level,products,0
settlement,transaction_amount,transactions,0
customer,last_login_date,customers,0
EmergencyPhone,employee_name,employees,0
customer-segment,registration_date,customers,0
PrdctSz,product_size,products,1
e_ph_field,employee_status,employees,0
mply_id,date_of_birth,employees,0
TAX_AMOUNT,tax_amount,orders,1
PurchaserZip,customer_country,customers,0
employee-address,employee_city,employees,0
transactionstatusnew,card_last_four,transactions,0
col_item_brand,product_color,products,0
emp_state,employee_status,employees,1
transaction_source,order_source,orders,1
article_title_v2,product_dimensions,products,0
coupon_code,payment_method,orders,0
txn_stat,transaction_notes,transactions,0
cstmr_cntry,customer_country,customers,1
old_order_notes,order_priority,orders,0
purchase-source,order_source,orders,1
trans_notes,transaction_notes,transactions,1
termination_date_v2,employee_department,employees,0
order-source,shipping_zip,orders,0
goods_sku,product_description,products,0
src_product_color,product_barcode,products,0
ordernotes,order_total,orders,0
emergencyphone,date_of_birth,employees,0
crd_lst_fr,terminal_id,transactions,0
payment,payment_method,transactions,1
team_member_telephone,employee_department,employees,0
orig_termination_date,employee_zip,employees,0
occupation_v1,customer_id,customers,0
termination_dt,termination_date,employees,1
ProductSubcategory,last_updated,products,0
col_product_status,product_category,products,0
product_description_raw,product_weight,products,0
item_barcode,supplier_id,products,0
cust_telephone,gender,customers,0
sku_subcategory,product_subcategory,products,1
CUSTOMER_STATUS,customer_name,customers,0
trmntn.dt,termination_date,employees,1
mply_pstn,years_of_service,employees,0
employee-id,employee_id,employees,1
col_delivery_date,order_id,orders,0
coupon_code,coupon_code,orders,1
transaction_time,transaction_status,transactions,0
stmtd_dlvry,order_source,orders,0
personnel_stage,emergency_contact,employees,0
cstmr_sgmnt,last_login_date,customers,0
customer_segment_orig,customer_segment,customers,1
employee_position,employee_name,employees,0
stck_qntty,product_id,products,0
new_reorder_level,product_description,products,0
registration_time,customer_zip,customers,0
transaction_status_field,transaction_status,transactions,1
shipping_zip,tax_amount,orders,0
Actual_Delivery,tax_amount,orders,0
order_stat,estimated_delivery,orders,0
cust_mobile,customer_segment,customers,0
shipping_state_raw,order_priority,orders,0
employee,years_of_service,employees,0
cstmr_typ,customer_name,customers,0
col_stock_quantity,stock_quantity,products,1
EmployeeCity,employee_city,employees,1
Registration_Date,occupation,customers,0
Customer_Country,preferred_language,customers,0
clnt_cty,customer_city,customers,1
TRANSACTION-TYPE,payment_method,transactions,0
shipping-city,tax_amount,orders,0
transaction_date,currency_code,transactions,0
employee_phone,employee_department,employees,0
SHIPPINGADDRESS,tax_amount,orders,0
loyaltypoints,loyalty_points,customers,1
gender_v1,occupation,customers,0
Emp_Mail,manager_id,employees,0
team_member_salary,manager_id,employees,0
employee_state,employee_state,employees,1
lylty_pnts,date_of_birth,customers,0
Order_Status,order_status,orders,1
item_price,date_added,products,0
preferred_language_temp,preferred_language,customers,1
payment_notes,transaction_type,transactions,0
transaction.status,refund_amount,transactions,0
prdct_id,product_subcategory,products,0
shipping_state,discount_amount,orders,0
MerchantId,transaction_fee,transactions,0
lastupdated,last_updated,products,1
PRODUCT_SIZE,reorder_level,products,0
product,product_price,products,1
Old_Refund_Date,transaction_notes,transactions,0
productbrand,product_barcode,products,0
REORDER_LEVEL,product_subcategory,products,0
mngr-id,manager_id,employees,1
actual_delivery,tax_amount,orders,0
PAYMENT_METHOD,payment_method,transactions,1
new_employee_address_field,emergency_phone,employees,0
reorder_level,product_name,products,0
shipping_address_v2_temp,shipping_address,orders,1
mply_slry,employee_salary,employees,1
pymnt_mthd,payment_method,transactions,1
col_date_of_birth,employee_department,employees,0
col_cardlastfour,terminal_id,transactions,0
ORDER_STATUS,coupon_code,orders,0
old_card_last_four,terminal_id,transactions,0
CUSTOMER_ADDRESS,customer_type,customers,0
OrderSource,payment_method,orders,0
transaction_time,customer_id,orders,0
supplierid,product_status,products,0
worker.city,employee_city,employees,1
prod_dimensions,product_status,products,0
gender,occupation,customers,0
PAYMENT_TIMESTAMP,settlement_date,transactions,0
Transaction_Status,transaction_fee,transactions,0
SttlmntDt,transaction_type,transactions,0
EmployeeName,employee_state,employees,0
settlement_date_old,currency_code,transactions,0
shippingcost_src,shipping_state,orders,0
shippingstate,shipping_cost,orders,0
customeraddress,customer_type,customers,0
last_login_time,last_login_date,customers,1
datetime_added,last_updated,products,0
temp,emergency_contact,employees,0
transaction_type_new_raw,customer_id,transactions,0
payment_processor,payment_processor,transactions,1
mply_ddrss,employee_zip,employees,0
loyalty_points,customer_segment,customers,0
order_id,order_source,orders,0
currency.code,transaction_status,transactions,0
EMPLOYEE_EMAIL,employee_email,employees,1
orig_COL_ORDER_DATE,order_priority,orders,0
e_mail,employee_email,employees,1
manager-id,employee_city,employees,0
REORDER_LEVEL,reorder_level,products,1
exchange,currency_code,transactions,0
src_transaction_state,transaction_notes,transactions,0
col_income_range,income_range,customers,1
YearsOfService,manager_id,employees,0
refund_dt,refund_amount,transactions,0
legacy_employee_name,manager_id,employees,0
employee_state,employee_id,employees,0
payment_processor,customer_id,transactions,0
customer_type,last_login_date,customers,0
product_price,product_weight,products,0
emergency_phone_v1,emergency_phone,employees,1
payment_method,exchange_rate,transactions,0
employee-department_field,manager_id,employees,0
txn_id,transaction_id,transactions,1
shipping_state,shipping_state,orders,1
MPLY_PHN,performance_rating,employees,0
legacy_booking_condition,order_source,orders,0
raw_loyalty_points,customer_zip,customers,0
transaction_type,refund_date,transactions,0
sku,product_subcategory,products,0
customer.id,customer_id,orders,1
termination_dt,termination_date,employees,1
tax_value,order_date,orders,0
cstmr_ml,customer_state,customers,0
productprice,product_price,products,1
PRODUCT_SUBCATEGORY,product_subcategory,products,1
transaction_status,transaction_status,transactions,1
settlement_date,customer_id,transactions,0
occupation_legacy,customer_city,customers,0
col_PurchaseTotal,shipping_zip,orders,0
ordertotal,order_notes,orders,0
productcolor,stock_quantity,products,0
crd_lst_fr,payment_method,transactions,0
YEARS_OF_SERVICE,termination_date,employees,0
customer.state,customer_state,customers,1
loyalty-points,loyalty_points,customers,1
MERCHANT_ID,payment_processor,transactions,0
reorder_level,product_sku,products,0
employeesalary,employee_name,employees,0
tax_amount_orig,payment_method,orders,0
customer-id,customer_city,customers,0
cstmr_country,customer_address,customers,0
team_member_name,employee_name,employees,1
actual.delivery,actual_delivery,orders,1
PRODUCT_BARCODE,product_barcode,products,1
purchase_priority,order_notes,orders,0
settlementdate,transaction_type,transactions,0
timestamp_added,last_updated,products,0
legacy_customer_id,estimated_delivery,orders,0
income_range,customer_type,customers,0
shipping_c,order_date,orders,0
col_performance_rating,performance_rating,employees,1
TAXAMOUNT,order_status,orders,0
date_of_birth_orig,registration_date,customers,0
cstmr_tel,customer_country,customers,0
crrncy_cd,currency_code,transactions,1
PRODUCT_BARCODE,product_weight,products,0
mply_id,employee_position,employees,0
thrztncd,order_id,transactions,0
prchs_sum,delivery_date,orders,0
staff_state,employee_status,employees,1
cstmr_zip,customer_country,customers,0
e_lctn,employee_email,employees,0
EMPLOYEE_POSITION,employee_zip,employees,0
staff_d,performance_rating,employees,0
SHIPPING_CITY,shipping_zip,orders,0
managerid_v2,employee_city,employees,0
tax_amount,coupon_code,orders,0
EMPLOYEE_ID_FIELD,date_of_birth,employees,0
p_title,product_dimensions,products,0
TAX_MNT,payment_method,orders,0
cstmr_id,customer_segment,customers,0
EMERGENCY-PHONE,employee_department,employees,0
exchange_rate,terminal_id,transactions,0
mply-nm,date_of_birth,employees,0
stock_quantity,last_updated,products,0
mply.stts,employee_department,employees,0
mply_stts,emergency_phone,employees,0
employee_p,emergency_contact,employees,0
tm_mmbr_nm,employee_status,employees,0
dateadded,product_price,products,0
TRANSACTION_TYPE,settlement_date,transactions,0
product_size,product_category,products,0
stock_count,product_barcode,products,0
payment,payment_processor,transactions,1
delivery_time_v2_raw,delivery_date,orders,1
EmployeeIdRaw,employee_id,employees,1
SHIPPING_ZIP,order_date,orders,0
shipping_state,shipping_zip,orders,0
stock_quantity,product_price,products,0
Col_Last_Updated,last_updated,products,1
payment_method,card_last_four,transactions,0
supplier_i,product_status,products,0
shppng_cst,order_status,orders,0
product_subcategory,product_subcategory,products,1
TrnsctnNts,merchant_id,transactions,0
employee_state,employee_state,employees,1
EmployeeZip,employee_salary,employees,0
ord_priority,order_priority,orders,1
TEMP_CSTMR_STTS,customer_email,customers,0
transaction.fee,transaction_status,transactions,0
authorizationcode_v2,transaction_amount,transactions,0
p-dimensions,product_dimensions,products,1
temp_last-login-date,customer_status,customers,0
employee.status,employee_position,employees,0
emp_mail,employee_name,employees,0
CustomerId,customer_email,customers,0
trnsctn_fee,transaction_notes,transactions,0
client_zip,gender,customers,0
merchandise_brand,stock_quantity,products,0
emergency_tel,employee_status,employees,0
shipping_city,shipping_city,orders,1
BuyerName,customer_name,customers,1
trns_id,transaction_type,transactions,0
DateOfBirth,last_login_date,customers,0
MANAGER_ID,employee_email,employees,0
employee_department_v1,employee_email,employees,0
cust_city,loyalty_points,customers,0
trnsctn_typ,payment_method,transactions,0
employee_d,employee_city,employees,0
personnel_salary,employee_position,employees,0
CustomerPhone,last_login_date,customers,0
PRDCT-NM,product_name,products,1
last_login_timestamp,last_login_date,customers,1
shippingstate,shipping_address,orders,0
sku_brand,product_brand,products,1
income_range,last_login_date,customers,0
prdct_wght,product_color,products,0
customertype,customer_address,customers,0
prdct_ctgry,product_sku,products,0
product-price,product_dimensions,products,0
orig_transaction_amount,transaction_type,transactions,0
raw_tax_amount,shipping_zip,orders,0
supplier.id,product_price,products,0
mngrid,termination_date,employees,0
preferred_language,loyalty_points,customers,0
mply_cty_raw,employee_city,employees,1
col_shipping_state,shipping_cost,orders,0
DSCNT_MNT,order_notes,orders,0
tax_amount,tax_amount,orders,1
customer_email,customer_phone,customers,0
emp_depart,date_of_birth,employees,0
discount_amount,shipping_cost,orders,0
product_size,product_size,products,1
ord,shipping_address,orders,0
xchng_rt,card_last_four,transactions,0
purchase_priority,shipping_zip,orders,0
employee_phone,employee_phone,employees,1
CustomerType,last_login_date,customers,0
TrnsctnStts,payment_processor,transactions,0
prdct_id,product_description,products,0
new_emergency_phone,employee_zip,employees,0
new_OCCUPATION,customer_phone,customers,0
date_of_birth,employee_zip,employees,0
prdct_nm,product_id,products,0
CSTMR_CITY,customer_name,customers,0
rdr_id,transaction_status,transactions,0
col_supplier_id,last_updated,products,0
stmtd-,order_source,orders,0
ShippingAddress,shipping_address,orders,1
dateofbirth,date_of_birth,employees,1
reservation_notes,shipping_cost,orders,0
TEMP_MANAGER_ID,employee_state,employees,0
trns_typ_rg,refund_amount,transactions,0
booking_condition,order_status,orders,1
OrderTotal,payment_method,orders,0
exchange_rate_temp,exchange_rate,transactions,1
LAST_LOGIN_DATE,customer_zip,customers,0
TRANSACTIONFEE,terminal_id,transactions,0
cstmr_city,customer_city,customers,1
employee.name.orig,employee_name,employees,1
col_product_cost,product_cost,products,1
sttlmnt_dt_tmp,transaction_fee,transactions,0
TRANSACTION_NOTES,transaction_notes,transactions,1
mrchnt_id,merchant_id,transactions,1
p_brand_temp,product_brand,products,1
OrigCouponCode,coupon_code,orders,1
gender,preferred_language,customers,0
payment_processor_field,terminal_id,transactions,0
productsku,reorder_level,products,0
itm-sku,product_sku,products,1
OrderNotes,order_source,orders,0
ord_id,order_source,orders,0
team_member_name,employee_email,employees,0
employeeposition,employee_position,employees,1
purchaser_id,coupon_code,orders,0
transactio,terminal_id,transactions,0
transaction_time,refund_date,transactions,0
COUPON_CODE,order_date,orders,0
transaction_fee,transaction_fee,transactions,1
temp_trans_amt,refund_date,transactions,0
performance-rating,manager_id,employees,0
employeesalary,employee_zip,employees,0
client_country,preferred_language,customers,0
customer_segment_src,customer_segment,customers,1
staff_e_mail,termination_date,employees,0
thrztn_cd_field,payment_method,transactions,0
clnt_state,customer_state,customers,1
preferred_language,customer_email,customers,0
clnt_type,customer_email,customers,0
prdct_sz_tmp,product_dimensions,products,0
Employee_Position,employee_name,employees,0
payment_method,transaction_status,transactions,0
itm_size,product_cost,products,0
refund_time,payment_processor,transactions,0
col_payment_method,order_notes,orders,0
orig_customer_country_legacy,customer_type,customers,0
temp_occupation,customer_id,customers,0
t_time,payment_processor,transactions,0
Product_Price,product_description,products,0
refund_amount_old,transaction_notes,transactions,0
product_di,supplier_id,products,0
reorder,product_dimensions,products,0
prdct_stts,product_status,products,1
product_subcategory_new,product_subcategory,products,1
employee_address_field,manager_id,employees,0
emergency_mobile,years_of_service,employees,0
reorder_level,reorder_level,products,1
INCOME_RANGE,customer_country,customers,0
ord_notes,coupon_code,orders,0
product.price,product_cost,products,0
authorization.code,card_last_four,transactions,0
timestamp_of_birth,performance_rating,employees,0
dttmfbrth,emergency_phone,employees,0
yrs_of_srvc,employee_id,employees,0
settlement_ts,transaction_status,transactions,0
orderstatus,order_status,orders,1
c_e_mail,customer_email,customers,1
ncm_rng,customer_city,customers,0
trnsctn_fee_src,customer_id,transactions,0
col_prdct_sz,product_dimensions,products,0
EMPLOYEE_STATUS,employee_status,employees,1
orderdate,actual_delivery,orders,0
legacy_customer_id,date_of_birth,customers,0
Product_Status,last_updated,products,0
Employeezip,employee_zip,employees,1
Product_Id,product_brand,products,0
settlementdate,card_last_four,transactions,0
prdct_clr,product_color,products,1
src_product_name,product_barcode,products,0
Order_Source,order_source,orders,1
loyalty,loyalty_points,customers,1
col_reservation_priority,order_date,orders,0
mply_cty,employee_city,employees,1
temp_col_employee_salary,employee_id,employees,0
customer_name,customer_state,customers,0
PrdctSbctgry,product_subcategory,products,1
gndr,customer_email,customers,0
tax_amt,shipping_cost,orders,0
transaction-notes,transaction_date,transactions,0
col_emergency_contact,emergency_contact,employees,1
date_of_birth,employee_department,employees,0
orig_employee_state,employee_state,employees,1
product-id,product_id,products,1
customeraddress,last_login_date,customers,0
Settlement_Date,transaction_notes,transactions,0
product-price,stock_quantity,products,0
payment_method,settlement_date,transactions,0
productcategory,product_category,products,1
manager_id_src,employee_position,employees,0
termination_datetime,termination_date,employees,1
transaction_state,transaction_status,transactions,1
shppng_cty,delivery_date,orders,0
staff_salary,performance_rating,employees,0
Employee_Phone,employee_city,employees,0
hr_tmstmp,manager_id,employees,0
staff_street_address,employee_position,employees,0
team_member_zip,employee_zip,employees,1
performance.rating_field,employee_phone,employees,0
transactionid,transaction_id,transactions,1
src_product_status,product_status,products,1
new_order_notes,order_id,orders,0
p_dimensions_v2,product_dimensions,products,1
Shipping_Cost,actual_delivery,orders,0
prod_cost,product_brand,products,0
discount_val,order_source,orders,0
mply_pstn,employee_name,employees,0
temp_src_shipping_cost,shipping_address,orders,0
rg_trmntn_dt,employee_city,employees,0
terminalid,payment_method,transactions,0
ORDER.NOTES,order_notes,orders,1
trnsctn-dt,transaction_date,transactions,1
PREFERRED_LANGUAGE,preferred_language,customers,1
EmployeeZip,employee_phone,employees,0
EmployeeStatus,employee_id,employees,0
col_transaction_fee,customer_id,transactions,0
ClientZip,customer_zip,customers,1
itm_color,product_name,products,0
ordersource,order_source,orders,1
OrderDate,coupon_code,orders,0
ReservationSource,payment_method,orders,0
spplr_id,product_category,products,0
CUSTOMER_ID,refund_date,transactions,0
preferred_language,customer_segment,customers,0
ColEmergencyContact,employee_address,employees,0
years_of_service_old,employee_position,employees,0
shippingcost,estimated_delivery,orders,0
Customer_Status,registration_date,customers,0
Loyalty_Points,registration_date,customers,0
shppng_stt,payment_method,orders,0
new_employee_status,employee_status,employees,1
stf_city,employee_id,employees,0
cstmr_stt,customer_state,customers,1
lst_lgn_dt,occupation,customers,0
employee_address_field,employee_email,employees,0
txn_notes,payment_method,transactions,0
employee.status,employee_status,employees,1
CRRNCY_CD,order_id,transactions,0
client_id,coupon_code,orders,0
employee-id,manager_id,employees,0
settlement,settlement_date,transactions,1
employee_department,employee_city,employees,0
StockQuantity,product_id,products,0
date_added,reorder_level,products,0
loyalty,last_login_date,customers,0
coupon_code,coupon_code,orders,1
years_of_service_field,years_of_service,employees,1
customerst,customer_state,customers,1
lstpdtd,product_brand,products,0
product_subcategory,last_updated,products,0
lst_lgn_dt,customer_city,customers,0
LegacyProductSubcategory,product_id,products,0
cstmr_stt,customer_segment,customers,0
delivery_timestamp,discount_amount,orders,0
transaction-fee,payment_processor,transactions,0
old_reorder_level,product_brand,products,0
col_dlvry_dt,delivery_date,orders,1
income.range,income_range,customers,1
mply_stts,employee_id,employees,0
customer-segment,customer_name,customers,0
date_of_birth_old,customer_city,customers,0
rrdr.lvl,product_brand,products,0
shippingstate,shipping_state,orders,1
t_d,transaction_fee,transactions,0
prdct_cst,product_brand,products,0
product,reorder_level,products,0
ProductName,product_cost,products,0
yearsofservice,employee_zip,employees,0
Shipping.Address_legacy,delivery_date,orders,0
Transaction_Date,authorization_code,transactions,0
old_shipping_city,order_total,orders,0
lastlogindate,last_login_date,customers,1
years_of_service_field,manager_id,employees,0
new_employee_zip,employee_phone,employees,0
sale.notes,order_date,orders,0
client_state,customer_state,customers,1
last,product_size,products,0
exchangerateold,transaction_notes,transactions,0
productcost,stock_quantity,products,0
purchaser-segment,customer_phone,customers,0
customerid,customer_email,customers,0
product_sku,product_sku,products,1
termination_time,employee_name,employees,0
shipping.state,shipping_zip,orders,0
legacy_TRANSACTION_DATE,card_last_four,transactions,0
goods_barcode,product_barcode,products,1
legacy_tax_value,shipping_cost,orders,0
Trmnld,transaction_fee,transactions,0
HireDate,employee_department,employees,0
Order_Status,coupon_code,orders,0
new_personnel_state,employee_position,employees,0
order_source_old,order_source,orders,1
SUPPLIER.ID,supplier_id,products,1
preferred_language,preferred_language,customers,1
productdescription,product_description,products,1
SHIPPING_ZIP,coupon_code,orders,0
product_id,product_id,products,1
cstmr_id,payment_method,orders,0
crd_lst_fr,exchange_rate,transactions,0
raw_prdct_ctgry,product_brand,products,0
rdr_prrty,estimated_delivery,orders,0
lst_pdtd,last_updated,products,1
EMPLOYEE_STATE,emergency_phone,employees,0
supplier.id,date_added,products,0
income-range,income_range,customers,1
transaction_fee_field,transaction_fee,transactions,1
stock_quantity,stock_quantity,products,1
employee_salary,employee_salary,employees,1
refund.amount,terminal_id,transactions,0
sku_price,product_color,products,0
col_prdct_prc,product_price,products,1
src_customer_zip_temp,loyalty_points,customers,0
exchange_rate,transaction_amount,transactions,0
payment.method,refund_date,transactions,0
shipping_state,payment_method,orders,0
employee_state,hire_date,employees,0
discount.amount,order_date,orders,0
couponcode,order_status,orders,0
performance_rating,employee_status,employees,0
customer_id_temp,delivery_date,orders,0
raw_customer_status,customer_status,customers,1
Employee_State,hire_date,employees,0
cstmr_i,customer_state,customers,0
rfnd_dt,terminal_id,transactions,0
coupon_code,coupon_code,orders,1
refund-date,customer_id,transactions,0
customer.status_v2,customer_status,customers,1
transaction_notes_raw,shipping_cost,orders,0
t_amt,terminal_id,transactions,0
col_author,authorization_code,transactions,1
temp_transaction_date,order_id,transactions,0
transaction_notes,transaction_notes,transactions,1
EmployeeCity,employee_salary,employees,0
item.cost,product_category,products,0
col_order_priority,shipping_city,orders,0
account_name_field,customer_name,customers,1
cstmr_id,payment_method,orders,0
employee_address,employee_department,employees,0
col_merchant_id,merchant_id,transactions,1
DATEADDED,supplier_id,products,0
customer_segment_temp,registration_date,customers,0
manager_id,employee_city,employees,0
last_updated,reorder_level,products,0
ncm_rng_new_new,customer_city,customers,0
payment_method,terminal_id,transactions,0
refund_dt,transaction_id,transactions,0
productid,date_added,products,0
prfrrd-lngg,loyalty_points,customers,0
dt_of_brth,customer_country,customers,0
employee.state,employee_phone,employees,0
mply_zip,emergency_phone,employees,0
estimated_delivery,shipping_address,orders,0
CUSTOMER_STATUS,customer_country,customers,0
discount.amount,shipping_city,orders,0
old_coupon_code,order_id,orders,0
TEMP_PAYMENT_METHOD,exchange_rate,transactions,0
lst_lgn,last_login_date,customers,1
DISCOUNT_AMOUNT,shipping_cost,orders,0
account_type,customer_city,customers,0
CustomerZip,customer_state,customers,0
productcost,product_size,products,0
dscnt_mnt,order_total,orders,0
col_employee_department,performance_rating,employees,0
productstatus,reorder_level,products,0
shipping-zip,shipping_city,orders,0
employee_id,employee_id,employees,1
merchandise_id,product_subcategory,products,0
supplier_id,product_size,products,0
col_product_status,product_description,products,0
order.notes,customer_id,orders,0
transactionid,payment_processor,transactions,0
employeename,employee_id,employees,0
article_price,product_price,products,1
trans_stat,authorization_code,transactions,0
item_label,supplier_id,products,0
last_updated_legacy,product_weight,products,0
EMPLOYEE_ZIP,employee_name,employees,0
product_weight_legacy,product_category,products,0
buyer_country,customer_segment,customers,0
mply_pstn,employee_department,employees,0
cstmr_cty,customer_phone,customers,0
customercity,gender,customers,0
trnsctn_dt,transaction_date,transactions,1
rtcl_stt_raw,product_status,products,1
stf_loc,emergency_contact,employees,0
prdct_dmnsns,product_barcode,products,0
Product.Subcategory,product_subcategory,products,1
employeeid,employee_id,employees,1
employeestatus,employee_city,employees,0
customer_address,customer_country,customers,0
AUTHORIZATION_CODE,payment_method,transactions,0
dt_of_brth,customer_id,customers,0
transactiontype,payment_processor,transactions,0
purchase_time,actual_delivery,orders,0
personnel_id,employee_department,employees,0
cstmr_id,transaction_date,transactions,0
last_updated,product_price,products,0
client_e_mail,customer_type,customers,0
paymentmethod,refund_amount,transactions,0
Merchant_Id,currency_code,transactions,0
delivery_timestamp,order_source,orders,0
NCM_RNG,customer_type,customers,0
coupon_code,shipping_address,orders,0
paymentmethod,shipping_zip,orders,0
pmt_time,transaction_date,transactions,1
CustomerCity,customer_country,customers,0
cstmr_nm,customer_address,customers,0
EMPLOYEESALARY,employee_salary,employees,1
rdr.ttl.new,order_notes,orders,0
personnel_street_address,employee_id,employees,0
mply_ml_field,employee_city,employees,0
col_mplyzp,employee_zip,employees,1
customer_state_v2,customer_address,customers,0
sttlmntdt,refund_amount,transactions,0
Preferred_Language,customer_city,customers,0
cstmr_cty,occupation,customers,0
rdr_ttl,order_total,orders,1
txn_d,card_last_four,transactions,0
date,stock_quantity,products,0
clnt_mob,customer_city,customers,0
shippingcost,shipping_city,orders,0
prfrmnc-rtng,performance_rating,employees,1
registration_time,registration_date,customers,1
temp.reorder.level,product_price,products,0
transaction_sum,delivery_date,orders,0
account_segment,customer_city,customers,0
Date_Of_Birth,occupation,customers,0
order-source,estimated_delivery,orders,0
raw_product_name,stock_quantity,products,0
payment_method,currency_code,transactions,0
discount_amount,shipping_city,orders,0
product-price,product_weight,products,0
thrztn_cd_fld,exchange_rate,transactions,0
new_emergency_contact,manager_id,employees,0
authorizationcode_old,transaction_date,transactions,0
Customer_Id,coupon_code,orders,0
pymnt_mthd,order_priority,orders,0
dt_of_brth,date_of_birth,customers,1
productbarcode,stock_quantity,products,0
mplynm,employee_phone,employees,0
payment_method_legacy,order_total,orders,0
shppng_stt,order_id,orders,0
emp_zip_orig,emergency_phone,employees,0
Employee_Id,employee_address,employees,0
itm_details_orig,product_category,products,0
prod_weight,product_weight,products,1
temp_product_barcode,product_name,products,0
CardLastFour,authorization_code,transactions,0
SHIPPING_CITY,order_notes,orders,0
EmployeeAddress,employee_id,employees,0
cstmr_phn,customer_city,customers,0
stmtd_dlvry_new,customer_id,orders,0
HIRE_D,emergency_phone,employees,0
merchandise_state,product_status,products,1
emp_zip,employee_department,employees,0
dt_of_birth,customer_email,customers,0
Rdrstts,order_date,orders,0
prdct_dscrptn,product_dimensions,products,0
emp_mbl,hire_date,employees,0
prdctsk,product_sku,products,1
SETTLEMENT_DATE,transaction_notes,transactions,0
CLIENT_ID,customer_state,customers,0
loyalty_points,customer_address,customers,0
payment_method,shipping_state,orders,0
old_customer_state,customer_status,customers,0
raw_shipping_zip_v1,actual_delivery,orders,0
team_member_stage,employee_address,employees,0
col_product_weight,product_category,products,0
col_stock_quantity,product_cost,products,0
product_brand,product_cost,products,0
termination_date_v1,employee_city,employees,0
terminationdate,employee_position,employees,0
prdct_sbctgry,product_size,products,0
new_new_customer_city,customer_city,customers,1
refund_time,transaction_type,transactions,0
EmergencyPhone,employee_id,employees,0
payment_processor,refund_date,transactions,0
transaction_id_orig,settlement_date,transactions,0
yearsofservice_temp,employee_zip,employees,0
employeephonefield,employee_phone,employees,1
reorder_level,reorder_level,products,1
supplier_id,product_status,products,0
transactiontype,transaction_status,transactions,0
TransactionId,transaction_fee,transactions,0
col_lylty_pnts,loyalty_points,customers,1
estimated_delivery,order_source,orders,0
prdct_sbctgry,product_description,products,0
team_membe,employee_phone,employees,1
shipping_state,shipping_address,orders,0
purchase_time,discount_amount,orders,0
rfnd-dt,order_id,transactions,0
prod_weight,product_category,products,0
TerminalId,transaction_amount,transactions,0
TransactionType,transaction_type,transactions,1
tax_mnt,order_source,orders,0
stockquantityfield,stock_quantity,products,1
